iter,e,e_std,e_err95,e_var,e_var_std,e_var_err95
0,-332.2431757294012,0.405530560453227,0.794825293118668,91.8860776614018,5.470135174742437,10.721267933060892
1,-332.8470609531337,0.3754594175566514,0.7358869360674224,79.40713944927927,4.599547248569266,9.01494695238606
2,-333.39820351276734,0.29925216244156694,0.5865234606812011,52.32360532531024,3.156287006910755,6.186208858416804
3,-333.7247197243375,0.22385325938874778,0.43874432622384835,28.4120305523221,1.7937042011684403,3.515595633208331
4,-333.66895568292773,0.1204058042672539,0.23599103989339681,9.385982112083681,0.46679937151781686,0.9149099561808534
5,-333.9954279193279,0.05789704019379855,0.11347611359131307,3.1263795559239798,0.13505369214613117,0.26470037258557705
6,-333.9818353505825,0.11247263791875949,0.22044231956698263,8.051332135286614,0.5077937665278762,0.9952574939685782
7,-333.94330718333237,0.19453922486138303,0.38128987430864986,22.492758510240748,1.4273671865752497,2.7975882784017534
8,-333.49067748268044,0.2375117426276247,0.46551446145549114,32.696094166079064,2.0281214759530486,3.9750450491401925
9,-333.89900311835567,0.27591841359631714,0.5407901533202084,37.749345188268435,2.644836824784619,5.183784921563126
10,-334.0420012054805,0.23151403865581952,0.45375917768082014,29.087163459880628,1.9738390715522751,3.868653491520438
11,-334.3888619553772,0.2009100800414162,0.39377652101223526,23.130973178880076,1.3108582383096443,2.569234935924526
12,-334.25914797278625,0.14116492620577076,0.27667817124356514,12.569545984138617,0.6627622882526464,1.2989902152865407
13,-334.4864284392432,0.09315183147249957,0.18257423478004386,6.201417510372856,0.2903557231247757,0.5690867600296441
14,-334.3648471150222,0.07160406766973469,0.14034139377924887,4.622848257089798,0.20555282333355634,0.4028761306542949
15,-334.4421950152025,0.09767500403038672,0.1914394900893626,6.820302355318959,0.34393171416366436,0.6740937729019065
16,-334.54838620030586,0.1354847126974465,0.2655451573427517,10.336538696091196,0.6291050974004324,1.2330233333954104
17,-334.36840002906,0.15390961765762534,0.3016573074832756,14.643415522849615,0.8571819122716737,1.6800456762516527
18,-334.5987382606197,0.179487427922567,0.3517888944059602,17.396033185314792,1.138243069812433,2.2309154224846792
19,-334.737233089463,0.15457600024705384,0.30296339335848005,15.01097921405731,1.060266151392406,2.0780834707560083
20,-334.93375857473694,0.12142715591570584,0.2379928523399132,8.647143759499906,0.5946600841177433,1.1655123479143359
21,-334.8499809058959,0.09570251811763725,0.187573488740361,5.6348958341502176,0.4253425196931455,0.8336560196920839
22,-334.9856806081457,0.058934651786485416,0.11550979494292057,1.8847995627648468,0.12643763243258763,0.2478132058583852
23,-335.0214140721712,0.03596302163361944,0.07048622717712892,0.994518288093368,0.052749580558576446,0.10338727809440407
24,-335.1059475545658,0.05492091445682425,0.10764301433338072,2.2352391188716143,0.13501762880317253,0.264629689732216
25,-335.17787561173463,0.09031482375520496,0.17701380183028423,4.921493929723264,0.28472293178435304,0.5580466918699866
26,-335.17122051781723,0.11015925087208067,0.21590816427319065,6.7310646020697185,0.4206261893906063,0.8244121821599122
27,-335.0373767418007,0.11271615158350724,0.2209195975796316,7.1147093530751295,0.5055216482746763,0.9908042240236903
28,-335.1940284422907,0.11282378082134373,0.22113054700947457,6.892089872202202,0.4116203279078714,0.8067610180039952
29,-335.3178201496996,0.10736761974976776,0.2104366678153362,6.064677778129183,0.3858573535781658,0.7562665161831423
30,-335.2354915978948,0.08003867304078875,0.15687291653032293,3.657336302461286,0.23008223742759737,0.4509528988404845
31,-335.33871938014533,0.05405529909408718,0.10594643939795148,1.704377688120688,0.10249181334261644,0.20088026286173
32,-335.3718579676689,0.03436497801467125,0.06735411923826641,0.6011651474313844,0.0353183823998764,0.06922275749597107
33,-335.44572087113863,0.02784897400474807,0.05458298605569841,0.4971055466741536,0.02677021230588868,0.052468651978032764
34,-335.40315346271905,0.0467752944015849,0.09167789239336442,1.244238573703269,0.08723865471276951,0.17098462129675368
35,-335.5315849169458,0.0545588928298814,0.10693346498294813,1.6884774438157804,0.12124093585208581,0.23762786772201921
36,-335.45293451875955,0.06461060251868195,0.12663445395604953,2.265486242501364,0.12915382790617513,0.25313685116158746
37,-335.5471595460621,0.061419319535339426,0.12037965424422264,2.3425366401264602,0.13940246571296486,0.27322381215349084
38,-335.50648836508435,0.05650668788705036,0.11075107314426443,2.0018269958863484,0.13154447204764344,0.257822427578717
39,-335.52652003829184,0.05345081670892346,0.10476167569374173,1.4852314473795962,0.10844899611515131,0.2125561265452208
40,-335.56605486827743,0.04048193821137592,0.07934314091867262,1.0123659516351464,0.07098340837622978,0.13912492391730916
41,-335.5882087390897,0.027869057861336203,0.054622349691281824,0.5054175354015822,0.02964361765104757,0.058100422967529076
42,-335.5818703506711,0.02350302403036501,0.04606508062729484,0.3953932257708209,0.024092720368758817,0.04722086421236185
43,-335.5676325404302,0.027972372253213373,0.05482484217844573,0.47298610700786387,0.030961783369093224,0.060683980300553934
44,-335.58045304549074,0.03269451153781192,0.06408006510624062,0.7023360113245596,0.053026773643180404,0.10393056655699139
45,-335.66583230909526,0.03767688426553032,0.07384533621012328,0.8372870483448696,0.05448312005654082,0.10678495307619187
46,-335.5848745787879,0.04349008778551672,0.08523900574409808,0.9957886580024057,0.06572572110746515,0.12882004622855572
47,-335.6283511818359,0.04183524082138766,0.08199556529447968,0.9710395612766805,0.0674756388647329,0.13224982200870763
48,-335.61434560967814,0.03104316449938436,0.06084348438494572,0.5644829634355338,0.037203864441222805,0.07291823439050708
49,-335.5737698457729,0.029334101269411023,0.05749378200689628,0.43679167503319405,0.02731452084316088,0.053535477107563956
50,-335.55276588402614,0.02098760464951619,0.04113494923481712,0.27298818165497496,0.013606012920230483,0.026667295296838395
51,-335.5611621573107,0.01813216189440521,0.03553838427488377,0.20806439465083545,0.01229845173072392,0.02410452245782318
52,-335.56684817667923,0.018272237383833,0.03581292718927906,0.23310062839611045,0.0121936456401015,0.023899106294842796
53,-335.59530173889164,0.019209324355655123,0.03764958390443212,0.25283512353510496,0.012477586661914529,0.024455620471329834
54,-335.5536819573664,0.0240468265384792,0.047130913957901206,0.36850899965794137,0.02014588536566801,0.039485209753381836
