iter,e,e_std,e_err95,e_var,e_var_std,e_var_err95,exact
0,3.322656211397042,0.31692016396023953,0.6211521073365983,48.683957705471684,2.8846145505124405,5.65374062828458,-32.000000500000084
1,2.9032969144234797,0.3382221271395693,0.662903187968083,45.751088376930305,2.905544351748209,5.694762284910269,-32.000000500000084
2,3.0323341604190337,0.3005780181546838,0.5891220901276069,49.30395901747093,2.9382411843884015,5.758846899293579,-32.000000500000084
3,2.580716935775849,0.3096266442293735,0.6068570713435687,46.748690118515675,3.179764796648277,6.232224480738952,-32.000000500000084
4,1.8388004592339429,0.3370753403125404,0.6606555270891613,52.74745655891331,2.991350085306315,5.8629384323511955,-32.000000500000084
5,1.2904308032185572,0.3264181115342255,0.6397677425086604,50.019063076196005,3.805366477720907,7.45838124430902,-32.000000500000084
6,1.5000972971202153,0.32740048111945397,0.6416931515152158,48.97920749397704,3.0759559540323074,6.028762887934865,-32.000000500000084
7,0.21794697987099318,0.3235625285480728,0.6341709027009358,50.52115452462098,3.3376784148165672,6.5417294850172105,-32.000000500000084
8,-0.35458114677896163,0.34242670264580133,0.671144004530577,54.47859714576915,3.4840624075093785,6.828636838608295,-32.000000500000084
9,-1.3302406106587557,0.33362690684425267,0.6538967216882349,52.750900258369825,3.3385035316345006,6.5433466842633985,-32.000000500000084
10,-2.4348621164159616,0.29363740174774955,0.5755187319395079,43.736273923975745,2.564238164314911,5.025814449840327,-32.000000500000084
11,-3.3378565950873833,0.3104239527286998,0.6084197672868159,44.598174072003886,2.498771904531016,4.89750293846135,-32.000000500000084
12,-4.063512770604517,0.3035925624472959,0.5950304883709272,50.134924276396,2.733492604099446,5.357547056041518,-32.000000500000084
13,-5.490480701069323,0.30380738294478365,0.5954515288091442,47.25599412413886,2.5379642411253363,4.974318506656188,-32.000000500000084
14,-6.949694430318671,0.2936717363764435,0.5755860265751706,44.95452556065862,2.2240391798138677,4.359036692641181,-32.000000500000084
15,-6.828696757026363,0.298797565744268,0.5856324675270043,41.940392625193795,2.0644658837276513,4.046278779417851,-32.000000500000084
