iter,e,e_std,e_err95,e_var,e_var_std,e_var_err95
0,-42.463162537207296,0.397971804892139,0.7800104044509938,147.84621875270741,6.360439032520052,12.466231429602088
1,-41.96846573736125,0.40014896250308696,0.784277554957119,161.33991711327454,7.264433059730621,14.238027165174124
2,-42.36635190478778,0.3832945056647243,0.7512434265749434,146.7367940274438,6.417066892792962,12.577219996258558
3,-43.511170487107314,0.4010282042375206,0.7860008370903135,157.3231596690408,7.153979686552607,14.021542531774255
4,-43.90866286300218,0.3939361635152933,0.7721006926978565,154.3173629484455,7.256245669091418,14.221980174393925
5,-44.53290304150548,0.37272115541660455,0.7305200408927011,139.6254870530132,6.2275973594679686,12.205866534773959
6,-46.797985870541844,0.382892520837588,0.7504555507914247,138.6346966622369,6.216754531739212,12.184614982935024
7,-47.28119265939055,0.3862182991027429,0.7569739564116944,139.5034369123216,6.388176942346182,12.520596733867722
8,-49.20835850190386,0.3605558018992525,0.7066763861394934,120.60077941235419,5.497568960895112,10.77503716587971
9,-50.04192215596455,0.33069600730497045,0.6481522641489367,112.30971483659187,4.839303280754563,9.484860140545468
10,-51.62363419100901,0.35023825416719095,0.6864543641758798,109.01348455830619,5.123312373548202,10.041507733702895
11,-53.27354937533778,0.3251550256603151,0.6372921396864147,98.42916915960217,4.444928112534957,8.711899014438117
12,-55.92818333302933,0.3046837553843745,0.5971691872277858,87.04590861422201,3.8181618906768384,7.483459792869962
13,-57.0364458917255,0.2910978568550427,0.5705413154126797,79.08682965395437,3.5063606755302335,6.872340640846792
14,-59.01072324579557,0.2627753479862089,0.5150302180779492,67.88210299632539,3.058615068212218,5.9947753762674685
15,-60.193028339229585,0.2650108406120191,0.5194117031122422,63.81381765260599,2.773949756880054,5.436841618408545
16,-61.967814284257365,0.2319420827453449,0.4545981286800851,53.26534718620413,2.4519086575934836,4.805652662265179
17,-62.830698028958246,0.215063513000495,0.4215167398696319,47.95717737124928,2.3828192585811805,4.670239928487548
18,-63.88728280878914,0.20252095230766073,0.39693377263776897,37.658149949364365,1.511674759121849,2.9628280842170853
19,-65.16381380540683,0.17545412542752595,0.34388376677692417,29.23009879989309,1.30308120379217,2.5539922283637515
20,-65.92880962812502,0.17160415738229895,0.3363379680666492,28.14645734534845,1.3009273273070276,2.549770708025725
21,-66.0216339577749,0.1716152108991967,0.3363596325616713,28.62805204357276,1.399358702315985,2.742692657992037
22,-66.88487921670021,0.15695808732467334,0.3076321982386525,23.54110552238384,1.1129142197328363,2.1812717885588553
23,-67.18179993388871,0.1443499390453106,0.2829206816993609,21.331326415211347,1.0080190877401933,1.9756811076996996
24,-67.41434955212758,0.13660756993469544,0.26774591708753975,19.00659226502521,0.9610273297976734,1.8835789545621364
25,-67.80013208877084,0.13184967001261635,0.2584206045982188,17.129411627257564,0.7848501099849937,1.538277948832888
26,-67.9691618885354,0.13571055639745094,0.2659878028608957,18.833887327999022,0.9153158509565028,1.7939861023533774
27,-68.09968812568826,0.135943335781645,0.26644404207025946,16.544139739267536,0.8344888477933288,1.6355680871752514
28,-68.34651555403194,0.13041492806292385,0.2556085620497127,16.86787463903116,0.8650937550333925,1.6955526031159653
29,-68.54869417119289,0.13327529901891946,0.26121478610588855,17.225533030291135,0.8680687288982445,1.7013834447460232
