prefix,n_spins,JZ,h,meanEnergy,stdEnergy,meanEnergyVariance,stdEnergyVariance,exact
ising,10,1,0.15789473684210525,-23.25588440131132,0.01712070496522744,7.9550610535232975,0.29513640869754804,-40.015583235479845
ising,10,1,0.21052631578947367,-24.323077355980374,0.021993866479421267,0.5257808117850404,0.24013269592508935,-40.027705630199705
ising,10,1,0.2631578947368421,-24.50657891890522,0.014036936897849366,0.19492551591963375,0.14658216545540262,-40.0432942697859
ising,10,1,0.3157894736842105,-24.616228160354996,0.010854681876622816,0.11287588280651067,0.07966173737319218,-40.06235118671976
ising,10,1,0.3684210526315789,-24.68470310796278,0.01477561604326379,0.22912951344156984,0.10553103784447967,-40.084878870549886
ising,10,1,0.42105263157894735,-23.698352016535548,0.024355747041054244,8.085140720467745,0.3279798278535492,-40.110880271162635
ising,10,1,0.4736842105263158,-24.870393546744005,0.015529815489517887,0.24990935200451425,0.14452911061610402,-40.14035880267455
ising,10,1,0.5263157894736842,-25.009069930106932,0.008119385282604866,0.2900336349653226,0.052909053098912265,-40.17331834795613
ising,10,1,0.5789473684210527,-25.12632466276914,0.013508927082715734,0.19466840828757076,0.09152953170159543,-40.20976326379752
ising,10,1,0.631578947368421,-24.319996715086216,0.012274539792940459,5.4931446264009285,0.19027182147256305,-40.249698386735865
ising,10,1,0.6842105263157894,-24.518640443227163,0.008650571610591741,5.1347514243080425,0.13464842171849314,-40.293129039546926
ising,10,1,0.7368421052631579,-25.460087605640524,0.00961415819456418,0.08855019340361513,0.062493971931607765,-40.34006103842381
ising,10,1,0.7894736842105263,-23.852232187740693,0.007394227782722875,7.6150633525997495,0.09557988597865903,-40.39050070085521
ising,10,1,0.8421052631578947,-24.08442980999016,0.01052388976247702,7.759493084844737,0.14137467643980936,-40.444454854217355
ising,10,1,0.8947368421052628,-25.767979187835973,0.012826911227874622,0.16058925057780266,0.07913518414419057,-40.501930845102244
ising,10,1,0.9473684210526316,-25.85877573228347,0.016052987611643955,0.26031593895504945,0.12758569924057853,-40.56293654940568
ising,10,1,1.0,-25.191224024787125,0.010689453034780206,4.072837714198924,0.09188867990651732,-40.627480383203775
ising,12,1,2.0,-37.27401767601342,0.0783157967970042,8.246449642955866,1.2692404074836818,-51.05027660409554
ising,12,1,9.641025641025642,-114.00226922075863,0.014529774918617181,0.22600860898948716,0.009614053509733593,-120.7271083145598
ising,12,1,17.282051282051285,-206.40314518943316,0.01006985745488067,0.1018240804811308,0.004965945255445343,-210.17149015363827
ising,12,1,24.923076923076927,-298.42379440816416,0.006829596797284476,0.05554055236727715,0.003020011354648449,-301.005969705928
ising,12,1,32.56410256410257,-390.2758202545989,0.005143862974572057,0.03238905812170901,0.0014106980421706408,-392.24464182073575
ising,12,1,40.20512820512821,-482.03053328194227,0.005064000392811046,0.026863153615858167,0.002092858832031772,-483.6561564261234
ising,12,1,47.846153846153854,-573.8308415668374,0.003573489449770661,0.01562755742944264,0.0006984496324725012,-575.1575005837158
ising,12,1,55.48717948717949,-665.5460813290132,0.0034281838229193967,0.015733127264038138,0.0011295023498895664,-666.7114998790762
ising,12,1,63.12820512820514,-757.263459813023,0.003230371644051725,0.011572187063695723,0.000477207413586025,-758.299009959955
ising,12,1,70.76923076923076,-849.0051316414971,0.0028514112479819825,0.010443414427788122,0.0005160673984204675,-849.9091656364143
ising,12,1,78.41025641025641,-940.7052584661262,0.002877202513941167,0.010794398703219528,0.0004476412024536993,-941.5353413701537
ising,12,1,86.05128205128206,-1032.4140472066358,0.002621974402831921,0.009361394263260608,0.00046152495268381887,-1033.1732668992909
ising,12,1,93.69230769230771,-1124.1201444168564,0.0024071384987146976,0.00836856931579853,0.00039156169582845954,-1124.820065967127
ising,12,1,101.33333333333334,-1215.8250396743076,0.0023961163662728105,0.008561070866600417,0.0005851587155505247,-1216.47373035858
ising,12,1,108.97435897435898,-1307.5050177010912,0.0021760101023889557,0.00787840043373473,0.000319485120555769,-1308.1328153840145
ising,12,1,116.61538461538464,-1399.2248586888593,0.002118239149612897,0.00717235684957755,0.0003274651343641629,-1399.7962551594876
ising,12,1,124.25641025641028,-1490.9544951946214,0.002102999917636376,0.007326290932625501,0.00031089083952494395,-1491.4632460809748
ising,12,1,131.8974358974359,-1582.635107119883,0.0020496298067851216,0.00782766163087698,0.0004214465258463012,-1583.1331708216958
ising,12,1,139.53846153846158,-1674.3525103278837,0.0021222875443929357,0.007738572882697744,0.0005213364058787441,-1674.8055473117379
ising,12,1,147.17948717948718,-1766.0507238807568,0.0020464928106133733,0.008138246815621,0.0003696247300089445,-1766.4799936164434
ising,12,1,154.82051282051282,-1857.7337984696842,0.001977927687579983,0.007755027261730674,0.00032498119254288486,-1858.156203218868
ising,12,1,162.46153846153848,-1949.4433962711719,0.0016767136903358074,0.007147780165686823,0.00028792261659522814,-1949.8339272796989
ising,12,1,170.10256410256412,-2041.122703213312,0.002096096381285072,0.009299499020753794,0.00042622525545531073,-2041.5129616796494
ising,12,1,177.74358974358975,-2132.830227301749,0.002354878885972886,0.01060293592278777,0.00045255213204220264,-2133.1931374051237
ising,12,1,185.38461538461542,-2223.23148060544,0.0707898889282504,26.242560914869596,1.54977492635712,-2224.874313311981
ising,12,1,193.02564102564102,-2314.408175873537,0.05543763662744245,24.66055803354557,1.5219672281380818,-2316.556370608489
ising,12,1,200.66666666666669,-2405.871330275901,0.054525538812833035,16.337648717856965,1.111577729046831,-2408.2392085987785
ising,12,1,208.3076923076923,-2496.7951595917266,0.0898439734424134,27.898985001158234,1.7238752896208875,-2499.9227413635595
ising,12,1,215.94871794871798,-2588.463371744352,0.09606820788802632,41.14110937346659,3.455232193125996,-2591.6068951454845
ising,12,1,223.58974358974356,-2680.3348946843553,0.13733959016696598,49.465862527176895,2.740856606145005,-2683.2916062705553
ising,12,1,231.23076923076923,-2771.223002857891,0.19571829494033716,71.77826190958426,3.3827783368628066,-2774.9768194822755
ising,12,1,238.8717948717949,-2863.297964179692,0.2796284254969825,89.77112843510818,4.429079050943236,-2866.6624865947356
ising,12,1,246.51282051282055,-2954.901449853493,0.26117115016180165,115.56411992298193,4.945418365369814,-2958.348565397344
ising,12,1,254.15384615384616,-3046.6955456026176,0.23072820939735014,116.91161169849907,4.644268284850406,-3050.035018755529
ising,12,1,261.7948717948718,-3138.2793588610384,0.19243899315699345,116.12829232442809,5.714138321719476,-3141.721813870905
ising,12,1,269.43589743589746,-3230.6941222788487,0.2989983860650738,172.7912830192014,7.328050507812033,-3233.4089216657508
ising,12,1,277.0769230769231,-3322.043716151505,0.331454445651953,206.20016632675797,9.552429754322533,-3325.096316270145
ising,12,1,284.7179487179488,-3413.371140720772,0.3445128527343132,149.75497420524488,7.272852393739037,-3416.783974591573
ising,12,1,292.35897435897436,-3504.706674211417,0.2986752252077749,137.20268136229714,5.682385651828438,-3508.471875951273
ising,12,1,300.0,-3596.5448003066845,0.3336208421193391,203.39824430811572,8.637236605467029,-3600.1600017777973
ising,12,1,0.0,-29.945833333333336,0.01965031952593301,12.363737333333333,0.13182552689153146,-48.000000000000114
ising,12,1,0.05263157894736842,-30.635307122983487,0.013734405400667185,15.124869913551759,0.20615045176498847,-48.00207758480825
ising,12,1,0.10526315789473684,-31.149744929054698,0.020089137011451038,7.717840417614758,0.3257616465573873,-48.0083106090584
ising,12,1,0.15789473684210525,-31.26491975635356,0.023012842658818863,7.78561936135575,0.35332353759624,-48.01869988257571
ising,12,1,0.21052631578947367,-31.21349840540718,0.0477432385917843,10.559852308705617,0.8556824968778883,-48.03324675623955
ising,12,1,0.2631578947368421,-29.473684892320996,0.036831407752031066,16.56425770303838,0.5242034887700521,-48.051953123743324
ising,12,1,0.3157894736842105,-29.74758827132477,0.02699186874561046,14.506737198327679,0.4261222208517835,-48.074821424065206
ising,12,1,0.3684210526315789,-30.769031591824927,0.022084573734931192,11.397610494074538,0.329613303954476,-48.101854644667455
ising,12,1,0.42105263157894735,-30.01206125187093,0.025533105075565856,14.07523567241409,0.3865681391514059,-48.1330563254256
ising,12,1,0.4736842105263158,-32.14332473979867,0.02285738292289495,6.879517962413558,0.25772134695513843,-48.16843056330882
ising,12,1,0.5263157894736842,-32.04057069120674,0.02419598736161355,7.454258403022812,0.37282903778379617,-48.20798201783521
ising,12,1,0.5789473684210527,-33.12225866328787,0.015603673285527553,0.2425570837323904,0.10569434631375528,-48.25171591731301
ising,12,1,0.631578947368421,-31.55527054821217,0.009206787853685222,8.751299853075869,0.08663018671804237,-48.299638065909186
ising,12,1,0.6842105263157894,-32.501713157427076,0.007301596572827002,4.916086211712666,0.08992744768838959,-48.351754851568096
ising,12,1,0.7368421052631579,-32.601096491982176,0.015727859642852192,5.4930257825500055,0.23730585302292076,-48.408073254828345
ising,12,1,0.7894736842105263,-30.280920955425447,0.01899978343953555,11.245019666016312,0.2100929422787651,-48.46860085858305
ising,12,1,0.8421052631578947,-33.624312985011834,0.02167536509893431,0.467395883287128,0.18008956545114088,-48.533345858848364
ising,12,1,0.8947368421052628,-32.13339581678765,0.013682933349296931,7.397303476494359,0.16680803660937038,-48.60231707661209
ising,12,1,0.9473684210526316,-33.0555875618383,0.01895439781829231,5.14597197024618,0.28693304844629514,-48.67552397085118
ising,12,1,1.0,-32.470836194462805,0.012048019893057446,7.003271844126352,0.10911801205684474,-48.752976652838704
