prefix,n_spins,JZ,h,meanEnergy,stdEnergy,meanEnergyVariance,stdEnergyVariance,exact
ising,6,1,277.0769230769231,-1657.9979339535573,0.20636383836519848,90.737991730093,5.377254955611807,-1662.5481581357144
ising,6,1,284.7179487179488,-1704.9783410501434,0.16916448258578598,67.8630620303435,5.306822617826695,-1708.3919872962515
ising,6,1,292.35897435897436,-1750.3392361841065,0.17228719569851875,80.37720782898371,3.1868643368835516,-1754.2359379760408
ising,6,1,300.0,-1795.4815936612865,0.2547105315713689,162.5394097787445,7.1321687913935365,-1800.0800008893418
ising,6,1,0.0,-8.0,0.0,0.0,0.0,-23.999999999999982
ising,6,1,0.05263157894736842,-8.078257418738335,0.008228951544071954,0.06626928832584036,0.06453095775118195,-24.00103879240671
ising,6,1,0.10526315789473684,-8.1913530062556,0.0009888749443371257,0.0034838000259652673,0.00016712925862952404,-24.00415530468913
ising,6,1,0.15789473684210525,-8.26342575713822,0.0022318902891065133,0.015434371287514282,0.000605631607464112,-24.009349943102197
ising,6,1,0.21052631578947367,-8.382667718858983,0.008467213821127056,0.07117523918257909,0.059263602786740574,-24.016623388262964
ising,6,1,0.2631578947368421,-8.488433528255904,0.002876600627898377,0.016795515882115506,0.0011584441472036458,-24.025976600367603
ising,6,1,0.3157894736842105,-8.613566067714443,0.002518855628058264,0.008881716429025533,0.0013681485501146286,-24.03741082638404
ising,6,1,0.3684210526315789,-8.703715925114036,0.005085525079015539,0.02844382117749905,0.016333893798624526,-24.050927609151774
ising,6,1,0.42105263157894735,-8.82300743510606,0.0023622601336793603,0.008193165247283885,0.00114632936502501,-24.066528798317165
ising,6,1,0.4736842105263158,-8.924839215392133,0.0032589890958803227,0.012625866319025441,0.0023101709811421192,-24.08421798142703
ising,6,1,0.5263157894736842,-9.043749881415128,0.0016518493400374385,0.0037688279056675186,0.0008235228632494832,-24.103996082364073
ising,6,1,0.5789473684210527,-9.154452153972958,0.0005052414061935481,0.0008770147298218057,0.00017042246903117467,-24.125866933525646
ising,6,1,0.631578947368421,-9.246320532049618,0.0015835511557827653,0.004440232316734785,0.0004654394545492951,-24.149834136038017
ising,6,1,0.6842105263157894,-9.36485684291097,0.0008229142049916017,0.0011856094788839325,0.00028447866951082434,-24.175901797198897
ising,6,1,0.7368421052631579,-9.578106169425817,0.011194585460853395,0.196532334642879,0.06282532818437797,-24.20407457347109
ising,6,1,0.7894736842105263,-9.571878166687853,0.00669078152552189,0.043008399610959966,0.04282528039800816,-24.23435771654137
ising,6,1,0.8421052631578947,-9.65776519499124,0.004404624334773182,0.03305727866156484,0.0053718187955586316,-24.266757122259477
ising,6,1,0.8947368421052628,-9.790916901857047,0.00015983079206926369,5.495965888002021e-05,3.0493394008178725e-06,-24.301279382254478
ising,6,1,0.9473684210526316,-9.896552729527365,0.0002920024950013422,0.0001346425117811183,1.828464500705815e-05,-24.337931838006128
ising,6,1,1.0,-10.010076549156503,0.0005690650270404014,0.0009372859064049684,6.523262716828935e-05,-24.376722637117567
ising,8,1,2.0,-20.00591533881311,0.0001660943190123075,0.00015512255171578078,1.1321091338656337e-05,-34.03632894056061
ising,8,1,9.641025641025642,-76.09285410860531,0.006804977233034754,0.051724653312951833,0.0024488259080790247,-80.4863534267775
ising,8,1,17.282051282051285,-137.69742354039468,0.006546020058200677,0.04716614378733866,0.002103893540362477,-140.1143558664134
ising,8,1,24.923076923076927,-198.97929334169442,0.005096075212578368,0.026887355088864685,0.0018313264482421965,-200.67064874311075
ising,8,1,32.56410256410257,-260.12638494491205,0.003993528412235575,0.016733379562029492,0.000768150669843557,-261.4964282317943
ising,8,1,40.20512820512821,-321.4370488657408,0.0035302267074450258,0.012047520166312373,0.0006611935814987033,-322.4374376979451
ising,8,1,47.846153846153854,-382.5796098755851,0.0028424531232563717,0.009097032395869805,0.0005102960270849866,-383.4383337463353
ising,8,1,55.48717948717949,-443.71778011213013,0.0026560468868289068,0.007332278585729568,0.00042791382682630364,-444.47433326118596
ising,8,1,63.12820512820514,-504.85947284598745,0.0021654177191780455,0.005900709100853157,0.0002786729699113501,-505.5326733100745
ising,8,1,70.76923076923076,-565.998438233721,0.0019752898324165873,0.005226573049216234,0.0002412666257865976,-566.60611042582
ising,8,1,78.41025641025641,-627.1651168144904,0.0021129142762603245,0.004688648893024233,0.00024435970877882175,-627.6902275808652
ising,8,1,86.05128205128206,-688.2840587771849,0.002005640146544072,0.004335630616384249,0.00019133904372501285,-688.7821779332663
ising,8,1,93.69230769230771,-749.4381129279359,0.001644996229104767,0.0037713362815735775,0.0001687851102632109,-749.880043978308
ising,8,1,101.33333333333334,-810.533410162604,0.0018991899247000781,0.004025820320006568,0.00017120733787414128,-810.9824869058493
ising,8,1,108.97435897435898,-871.7236658943324,0.0016954987613245105,0.0035999349956137147,0.00018864582923215832,-872.0885435894177
ising,8,1,116.61538461538464,-932.8525529241592,0.0015220896444058413,0.0033310295433429497,0.00015750089534998527,-933.1975034397079
ising,8,1,124.25641025641028,-993.9795488568326,0.001512224227135542,0.00317756193815629,0.0001533237198229923,-994.3088307206656
ising,8,1,131.8974358974359,-1055.083458649688,0.001540214546906351,0.0036345797764569467,0.00018144775704469166,-1055.4221138811467
ising,8,1,139.53846153846158,-1116.2125780296672,0.0015166051710169405,0.002807981830620293,0.00012703457517302893,-1116.5370315411617
ising,8,1,147.17948717948718,-1177.3654168711582,0.0015207557501080945,0.0028132853932948537,0.000147926099014184,-1177.6533290776285
ising,8,1,154.82051282051282,-1238.507813368167,0.0014828583819020272,0.003080378685508037,0.00015260756598423772,-1238.7708021459111
ising,8,1,162.46153846153848,-1299.627100118474,0.0015347042303448881,0.003130561508735295,0.00017602454235779222,-1299.88928485315
ising,8,1,170.10256410256412,-1360.7603444146366,0.0016968466590380846,0.0034603411882705736,0.00022022640970400687,-1361.0086411197742
ising,8,1,177.74358974358975,-1421.8888946150598,0.0016181831217777706,0.003355254323121529,0.00016517955562773566,-1422.1287582700797
ising,8,1,185.38461538461542,-1481.6771188223197,0.040045379305331516,25.700334118709563,1.786547576823944,-1483.2495422079903
ising,8,1,193.02564102564102,-1542.9337079922384,0.031160780490726923,16.176383545871502,1.0665802125670665,-1544.3709137389865
ising,8,1,200.66666666666669,-1603.0506734353305,0.06432027461180112,29.47241336261221,2.2072519732829794,-1605.4928057325146
ising,8,1,208.3076923076923,-1663.2381521923019,0.07945327523830148,31.08796892877644,2.0734494351995463,-1666.6151609090687
ising,8,1,215.94871794871798,-1724.701060515276,0.0883234887407335,26.42078771060995,2.074096621990714,-1727.737930096986
ising,8,1,223.58974358974356,-1785.0910233760894,0.05767258190381602,18.131302394349795,1.2495505513211682,-1788.8610708470535
ising,8,1,231.23076923076923,-1846.0220900293173,0.10410876889138827,31.689323470376262,2.3460602757557463,-1849.9845463215304
ising,8,1,238.8717948717949,-1907.39878185495,0.09612399061925188,34.00990439944759,2.1968878864386103,-1911.1083243965656
ising,8,1,246.51282051282055,-1967.8176017571025,0.1965688168162213,55.16928717510749,3.337470729656409,-1972.2323769315967
ising,8,1,254.15384615384616,-2029.256325450488,0.1284779860958706,32.157617631619125,2.5649038354329114,-2033.356679170412
ising,8,1,261.7948717948718,-2090.2681532034994,0.2390464284854865,103.07559927062458,6.539775625133488,-2094.481209247339
ising,8,1,269.43589743589746,-2152.0084068710266,0.14894476099410084,79.9227819836533,5.54349175652218,-2155.6059477772355
ising,8,1,277.0769230769231,-2212.4988403051248,0.22418477356671224,87.81580726884687,3.3258580563471845,-2216.7308775134893
ising,8,1,284.7179487179488,-2273.687980561433,0.23488461296741886,82.64795263739958,3.3203554042147765,-2277.85598306093
ising,8,1,292.35897435897436,-2334.9769550491087,0.20271652265801654,74.43001294651847,3.1509474547926666,-2338.981250634089
ising,8,1,300.0,-2395.5308994098114,0.3152368046834553,138.6989024518397,6.8829903465541955,-2400.1066678519114
ising,8,1,0.0,-16.0,0.0,0.0,0.0,-31.999999999999947
ising,8,1,0.05263157894736842,-16.095093009920586,0.00822387144555985,0.06488444240489144,0.064762004944522,-32.00138505653886
ising,8,1,0.10526315789473684,-16.19654362182554,0.00812965017626653,0.0636413064523855,0.06297931632120936,-32.00554040603888
ising,8,1,0.15789473684210525,-16.29128641794076,0.011323619203138064,0.12304545288769747,0.08626649433555107,-32.012466588379176
ising,8,1,0.21052631578947367,-16.415592644064613,0.00018825967551928377,0.00048288252122411065,1.559515417600314e-05,-32.022164504113285
ising,8,1,0.2631578947368421,-15.593628541440802,9.971179585342204e-05,6.112152109373809,0.0001901054002360108,-32.03463541555253
ising,8,1,0.3157894736842105,-15.695724632584223,0.0042396922535761885,5.992114385749839,0.07028470871917228,-32.049880948191884
ising,8,1,0.3684210526315789,-16.710084885497118,0.012645161890389849,0.16442012229825026,0.0911868914830236,-32.06790309238989
ising,8,1,0.42105263157894735,-16.75476688370019,0.020201442704632762,0.365204123674604,0.10177951584447684,-32.088704205188215
ising,8,1,0.4736842105263158,-16.916511856993992,0.014308907291664516,0.20640032329889055,0.10005878621076192,-32.112287012141216
ising,8,1,0.5263157894736842,-17.05062410894,0.00027635253218826806,0.0001825983355066907,2.5618419005004834e-05,-32.13865460900639
ising,8,1,0.5789473684210527,-16.29479446377882,0.0009978782982559026,5.108936674304283,0.0013977868304863967,-32.167810463137734
ising,8,1,0.631578947368421,-17.26118976265161,0.0003433375330337949,0.00023298386875897505,3.983762494739814e-05,-32.19975841440801
ising,8,1,0.6842105263157894,-17.368854586792885,0.0004380335618633713,0.0008015567048011142,6.099140779229187e-05,-32.234502675487214
ising,8,1,0.7368421052631579,-17.446169068325847,0.007239183254453624,0.062075350019710575,0.04405748249167176,-32.272047831304
ising,8,1,0.7894736842105263,-17.556286186271187,0.0067422707785899615,0.04619609259020428,0.04264769532278135,-32.31239883751695
ising,8,1,0.8421052631578947,-17.684224311473947,3.170900535367037e-08,3.026184443328629e-11,3.569147388240685e-13,-32.3555610178456
ising,8,1,0.8947368421052628,-17.763806335975858,0.00446664250192947,0.028074462258528755,0.011694358997504824,-32.40154985209697
ising,8,1,0.9473684210526316,-17.883133127282182,0.006465444072366106,0.04301784275653013,0.023895404416709246,-32.45035740089939
ising,8,1,1.0,-17.999795682171897,0.0001019639492129816,6.770465481294749e-05,4.094782104581277e-06,-32.50199685892565
ising,10,1,2.0,-27.951391996908555,0.01480177179926694,0.2309844943976788,0.08035212360337082,-42.54241763739151
ising,10,1,9.641025641025642,-95.04465806922892,0.010865363562360354,0.14948563346311905,0.005559869123072235,-100.60614055841161
ising,10,1,17.282051282051285,-172.06476152495318,0.009605268883618031,0.08816759017512782,0.004765158100252565,-175.14290978661091
ising,10,1,24.923076923076927,-248.67103939264183,0.006377752546278798,0.04149189903325287,0.0022405168935347754,-250.83830813901142
ising,10,1,32.56410256410257,-325.1809866936716,0.00446216201753022,0.025241017342546336,0.0015285386201738232,-326.87053485532874
ising,10,1,40.20512820512821,-401.70692598398847,0.0038630699749892866,0.017476518519936486,0.0009156014954944498,-403.0467970225064
ising,10,1,47.846153846153854,-478.1869663004169,0.0035478327024659525,0.011763976153829963,0.0005245199284228344,-479.29791715326684
ising,10,1,55.48717948717949,-554.6227083716511,0.003124333644334356,0.0101731834988682,0.0005624692922434795,-555.5929165659485
ising,10,1,63.12820512820514,-631.0764960436039,0.002878801952386551,0.009109300787275029,0.0005117722043953134,-631.9158416333144
ising,10,1,70.76923076923076,-707.4773971186916,0.0023694613648433216,0.006680211544202681,0.00032274006699422816,-708.2576380303543
ising,10,1,78.41025641025641,-783.9524497216784,0.002424043855285655,0.007017550059662975,0.00032906790535764795,-784.6127844751294
ising,10,1,86.05128205128206,-860.3379094508203,0.0023188378198165144,0.005797163322795961,0.0002599527192790912,-860.9777224160756
ising,10,1,93.69230769230771,-936.7477395213416,0.002164230120065446,0.0055038362414002295,0.00027056005382968744,-937.3500549726056
ising,10,1,101.33333333333334,-1013.1846788425523,0.0019511919661992184,0.004939182573436566,0.0002489034810735984,-1013.7281086321547
ising,10,1,108.97435897435898,-1089.6047348840027,0.002189160282454349,0.005416241782801633,0.0003332247570438134,-1090.1106794866748
ising,10,1,116.61538461538464,-1166.0222602594474,0.0019320780519649148,0.004918719275601878,0.00021221840172068096,-1166.4968792995808
ising,10,1,124.25641025641028,-1242.459154259028,0.0021076190851266764,0.004994719953542609,0.00024383148821340332,-1242.886038400801
ising,10,1,131.8974358974359,-1318.8957845162413,0.0018694491896474469,0.004493136944686685,0.0002060724016476318,-1319.2776423514156
ising,10,1,139.53846153846158,-1395.2906763738342,0.0018400926461450704,0.004507319243526046,0.00025190475298316904,-1395.6712894264547
ising,10,1,147.17948717948718,-1471.7070017182557,0.001664482145212092,0.00413516115493851,0.0002033743485608881,-1472.0666613470453
ising,10,1,154.82051282051282,-1548.124085476084,0.0018353967107505504,0.004657931754876223,0.00022088780730251378,-1548.4635026824246
ising,10,1,162.46153846153848,-1624.5212996735618,0.0016379073866478547,0.0043095653360422466,0.0001632204726859647,-1624.8616060664353
ising,10,1,170.10256410256412,-1700.9445440704908,0.0016595039216901724,0.003597346927202357,0.00015409598003024398,-1701.2608013997033
ising,10,1,177.74358974358975,-1777.2038074085397,0.012663076045214309,5.613568687853547,0.296915786840838,-1777.660947837596
ising,10,1,185.38461538461542,-1852.7522894501776,0.027292134955026668,18.18746235747621,1.0304597472877453,-1854.0619277599933
ising,10,1,193.02564102564102,-1927.7285484190359,0.06640864195762687,37.370510544286454,3.391464541103692,-1930.4636421737466
ising,10,1,200.66666666666669,-2003.300452525064,0.07371470438042241,27.81004749989445,1.5258612242541807,-2006.8660071656736
ising,10,1,208.3076923076923,-2080.160543775333,0.06080497272557193,27.1947448838116,1.8600431268785484,-2083.268951136336
ising,10,1,215.94871794871798,-2156.3799743253867,0.05703980666547631,28.911728967994737,1.4842183379931952,-2159.672412621232
ising,10,1,223.58974358974356,-2232.812922204112,0.06944780402368919,23.548168566196235,1.7069957347119094,-2236.076338558818
ising,10,1,231.23076923076923,-2308.3407023524146,0.12094937988277447,34.36237047300233,2.0509427841589067,-2312.4806829019044
ising,10,1,238.8717948717949,-2384.977483183204,0.09829047875189632,46.52710332192109,2.612458499760129,-2388.885405495722
ising,10,1,246.51282051282055,-2461.4398302132304,0.1898420706601415,70.87116691456265,3.888338190816005,-2465.290471164501
ising,10,1,254.15384615384616,-2537.2321597697955,0.2239433441424415,126.06448922171172,5.645321184817924,-2541.695848963031
ising,10,1,261.7948717948718,-2613.627339907599,0.1837721271887724,70.67721437710861,3.740722689779673,-2618.101511559201
ising,10,1,269.43589743589746,-2690.298487630077,0.2627843018003909,125.7933325707752,6.316871388726803,-2694.5074347215736
ising,10,1,277.0769230769231,-2766.553230417326,0.31216636597403585,143.31846532783922,5.3961441784255335,-2770.9135968918586
ising,10,1,284.7179487179488,-2842.4243779338067,0.2953784021553874,119.79779608034927,5.559925188323442,-2847.3199788261827
ising,10,1,292.35897435897436,-2919.2356142568183,0.31374458719628034,156.8997791920057,8.248714971225663,-2923.726563292621
ising,10,1,300.0,-2996.087606534669,0.20439722135355545,114.59830787708492,4.214565451294863,-3000.13333481489
ising,10,1,0.0,-23.9625,0.0187140459880107,0.348596,0.1855321005778449,-40.0
ising,10,1,0.05263157894736842,-24.02722545789559,0.021883228456025118,0.5146346308802754,0.17021807639093567,-40.00173132067349
ising,10,1,0.10526315789473684,-22.042325730200442,0.03412293821853001,15.291538594044138,0.6270651469873018,-40.00692550754846
