prefix,n_spins,JZ,h,meanEnergy,stdEnergy,meanEnergyVariance,stdEnergyVariance
ising,10,1,0.4597244897959184,-24.034380109348835,1.1784880757568048e-08,5.483428335579105,1.4602604416941748e-07
ising,10,1,0.4699183673469388,-24.912746670511567,0.020132105697862276,0.2006150578552697,0.141053027500962
ising,10,1,0.4801122448979592,-24.889259086656246,0.029545270563969026,0.49454573762131565,0.20386514961605282
ising,10,1,0.4903061224489797,-24.967985778246177,0.014153722409939538,0.09924125780626383,0.09898661075785387
ising,10,1,0.5005,-24.933926463282486,0.029385030516529714,0.48992689926318794,0.20171186029280314
ising,10,1,0.5106938775510205,-24.951985266766854,0.030825801880667015,0.4862205995432415,0.21091093492203783
ising,10,1,0.5208877551020409,-25.041785216974937,2.9685211962415456e-08,9.862552367592394e-12,3.9010511329941397e-13
ising,10,1,0.5310816326530613,-25.050232678166555,0.01398930698534433,0.09710404474180809,0.09671637140523574
ising,10,1,0.5412755102040817,-25.057798067049614,0.01940518119027663,0.19292339256893304,0.1326745023604051
ising,10,1,0.551469387755102,-25.061222680040682,0.023815686649062685,0.28597866703861646,0.16230279134174383
ising,10,1,0.5616632653061224,-25.067869527426872,0.026305585184885665,0.37828526020460984,0.17802356865236954
ising,10,1,0.5718571428571428,-25.121505071920012,0.019234065599296354,0.18977666202003632,0.13093961465139686
ising,10,1,0.5820510204081633,-25.163403310843464,0.0002331847095027849,0.00015113222206220093,2.0448925938390053e-05
ising,10,1,0.5922448979591837,-25.155837245187225,0.0194340623942365,0.18676013258723714,0.13134741804791636
ising,10,1,0.6024387755102041,-25.164210269511287,0.022983480769269423,0.2814533018463797,0.1539387257734243
ising,10,1,0.6126326530612245,-24.381105868117583,0.0006292792238424649,5.0256922674594495,0.0011567638720756843
ising,10,1,0.6228265306122449,-25.178518537028825,0.025844317146031453,0.3667144438472934,0.17110228233124927
ising,10,1,0.6330204081632653,-24.381013878030195,0.02642169803640359,5.349591064811841,0.23946733350463376
ising,10,1,0.6432142857142857,-25.2641796018346,0.015699975103822605,0.1217745392775557,0.0954601951914734
ising,10,1,0.6534081632653062,-25.312483452614767,0.0003930411787661089,0.0007768052985432706,5.5668554298020125e-05
ising,10,1,0.6636020408163266,-25.28845847762188,0.0189570354020019,0.17976614470198446,0.12548853133988214
ising,10,1,0.673795918367347,-25.318118229853035,0.01897507919656135,0.17815445537342972,0.12507265779977195
ising,10,1,0.6839897959183674,-25.29740369209724,0.03383706833719695,0.4403347645174159,0.219637829503465
ising,10,1,0.6941836734693878,-25.348386026543626,0.02230522001712346,0.2627989446383037,0.14571835995938437
ising,10,1,0.7043775510204082,-24.568722387787556,0.011212102295112582,5.002006874643254,0.1738158184831035
ising,10,1,0.7145714285714286,-25.400374096427853,0.025319443123146688,0.359505452794203,0.1638001328936982
ising,10,1,0.724765306122449,-25.451641051964643,0.00022521585970242304,0.00019270216392111838,2.023847348607425e-05
ising,10,1,0.7349591836734695,-25.455982806092756,0.013167303960363957,0.08600006590968788,0.08561011599404494
ising,10,1,0.7451530612244899,-25.398281323040415,0.03320237351942597,0.58962997056132,0.2101232738384075
ising,10,1,0.7553469387755103,-25.472213088751893,0.022407943410725717,0.25326672334342143,0.1437148136495741
ising,10,1,0.7655408163265306,-25.469110090698614,0.028381652985635435,0.41833396583899424,0.18009353161581007
ising,10,1,0.775734693877551,-25.51740990196182,0.013175116021575237,0.08705432977395497,0.08296934647917753
ising,10,1,0.7859285714285714,-25.504396955670288,0.02697875939757285,0.4213125987484196,0.1698342448793488
ising,10,1,0.7961224489795918,-25.471984922846843,0.035589021616759614,0.7316881622390481,0.2188772392360321
ising,10,1,0.8063163265306122,-24.775578472565478,0.021548608619016342,4.645913177779366,0.10159060160297903
ising,10,1,0.8165102040816327,-25.54026106863329,0.032492050143600675,0.5653551086642106,0.20083523043916116
ising,10,1,0.8267040816326531,-24.070441943151934,0.0005580389716553763,7.564380388710253,0.0018187041914648821
ising,10,1,0.8368979591836735,-25.62254876008664,0.016752338747585145,0.16068487101824933,0.06491393490763808
ising,10,1,0.8470918367346939,-24.829676618929483,0.02990563660447359,4.7040515911548315,0.13694460077459683
ising,10,1,0.8572857142857143,-25.65344989685898,0.030277468608921283,0.4884838638577329,0.18356466218272932
ising,10,1,0.8674795918367347,-25.68574319792389,0.030480427904283423,0.4831848731264097,0.18658634963076715
ising,10,1,0.8776734693877551,-25.64648341992544,0.031197886923890222,0.6180422262068456,0.18802682326534784
ising,10,1,0.8878673469387756,-24.99770154048567,1.6017489393965401e-09,4.237349115843218,1.743440979613987e-08
ising,10,1,0.8980612244897959,-25.75979571692198,0.021665192474748563,0.23153456406268239,0.13285268892954263
ising,10,1,0.9082551020408164,-24.915355909827667,0.022423611831824175,4.328211910828689,0.10867493979285989
ising,10,1,0.9184489795918368,-25.75076176221871,0.036720441287461075,0.5291256643991908,0.21918814922758403
ising,10,1,0.9286428571428572,-25.843035251373212,0.01726479344697554,0.15369829735762752,0.1053139996942713
ising,10,1,0.9388367346938776,-25.88458959460508,0.01725933407492613,0.1593850109789271,0.10532978603554453
ising,10,1,0.9490306122448979,-25.84885204511012,0.024398691694708704,0.29797815029742825,0.14592536606357007
ising,10,1,0.9592244897959183,-25.14599392163707,0.012261191572775729,4.101037994218908,0.05562939586196916
ising,10,1,0.9694183673469388,-25.90217648505982,0.020929313349702734,0.22086016068175685,0.1253457853596791
ising,10,1,0.9796122448979592,-25.943001638311934,0.0111872998602873,0.06408591172662788,0.044216346141509315
ising,10,1,0.9898061224489796,-25.882816486775937,0.03933980506547919,0.817172467765117,0.3545192080450376
ising,10,1,1.0,-25.938266473763758,0.02632188672485197,0.35948499441869614,0.15471025694313947
ising,20,1,2.0,-62.81563075075428,0.03818658802462313,8.03506460117708,0.24725814743542773
ising,20,1,3.0,-67.6607108499997,0.04069297206620572,2.462220517430223,0.31986428842244446
ising,20,1,4.0,-74.66798789931082,0.17846291650323395,17.025510604289856,6.711690560643342
ising,20,1,5.0,-90.66041277400879,0.0950633172443039,4.98554501515806,0.40916367171263557
ising,20,1,6.0,-112.81580065716045,0.03958595429023042,1.0573564150009709,0.06111015214176465
ising,20,1,7.0,-134.04674944885167,0.044781064428941184,1.1363906879263588,0.06753639333526902
ising,20,1,8.0,-155.64579039580664,0.044544443646144634,0.9644362678009191,0.06582673056727573
ising,20,1,9.0,-176.25510138136121,0.035842960972084455,0.6538843094604043,0.03591863633811585
ising,20,1,10.0,-196.66967206557555,0.03769680276916171,0.6390767718085657,0.03623679780839881
ising,20,1,11.0,-216.89618325501056,0.03092934023004646,0.5263400584683305,0.0357450935077141
ising,20,1,12.0,-237.38460513326297,0.025053073549830114,0.3417909389547107,0.020732586643463762
ising,20,1,13.0,-257.67332669197015,0.02601815272110749,0.3517468744648121,0.01990418803154101
ising,20,1,14.0,-277.74134999883466,0.026333825331511993,0.3167939142966005,0.02105714150763775
ising,20,1,15.0,-298.1212436113799,0.02379433761062036,0.2692044690480029,0.01630001975724519
ising,20,1,16.0,-318.17166924160773,0.020091935780183545,0.2287087200006346,0.015960375662434637
ising,20,1,17.0,-338.21487548549294,0.0196233688095976,0.1891625244513428,0.011587216992250059
ising,20,1,18.0,-358.4917058182042,0.01828386767030094,0.1821352987203238,0.011131279997044519
ising,20,1,19.0,-378.4269844758883,0.019044204235702182,0.1821427199818999,0.011171845609255918
ising,20,1,20.0,-398.4654855072187,0.018108261679061915,0.16762050446280413,0.010300193919679065
ising,20,1,21.0,-418.761179187529,0.017052068796497285,0.14653417243227307,0.009148012129084147
ising,20,1,22.0,-438.5527577788895,0.01605902089713501,0.13719793420591891,0.008628009957620433
ising,20,1,23.0,-458.8280877569707,0.015087733206989515,0.11691750370418176,0.007651826332390564
ising,20,1,24.0,-478.85110202209466,0.01470488735363063,0.11425652245233704,0.006552998258028212
ising,20,1,25.0,-498.8701994375035,0.014915672340735696,0.10929087356582912,0.00744782354331852
ising,20,1,26.0,-518.9352580181853,0.01295353389918417,0.09906237219563534,0.006353192877165053
ising,20,1,27.0,-539.0014309177318,0.0137516754217802,0.09877505164071076,0.006543912245012664
ising,20,1,28.0,-558.9433275681162,0.013887845550491714,0.09415014130587118,0.006306991764706019
ising,20,1,29.0,-578.8865732677901,0.013427111516776098,0.09213440504551308,0.006288930770595713
ising,20,1,30.0,-599.1957896527115,0.012443181215857746,0.08896373585320305,0.007021177620604197
ising,20,1,31.0,-619.0657077102303,0.012893559268945145,0.08118015116163259,0.0056295524281042165
ising,20,1,32.0,-639.0938991462298,0.012556315982277013,0.08635421043425778,0.0051858142710130735
ising,20,1,33.0,-659.2077694257716,0.011596805763185086,0.07300317594886249,0.004760883680457886
ising,20,1,34.0,-679.1397580130533,0.010369429928513248,0.06474115842817668,0.003566709344195897
ising,20,1,35.0,-699.1765451711733,0.0108837996667533,0.06703003596181545,0.0039849742386772495
ising,20,1,36.0,-719.1994545337362,0.011418857109053607,0.07449910876262178,0.004481364811450279
ising,20,1,37.0,-739.2114083196194,0.011590355998617085,0.0811042754263731,0.00487270399504541
ising,20,1,38.0,-759.2646882646454,0.010193011913115925,0.061613047999318105,0.0037748268577121142
ising,20,1,39.0,-779.221881052984,0.01031431985026115,0.061386675100497716,0.0034012994577167317
ising,20,1,40.0,-799.3270380821884,0.01042974251084956,0.061395759633376325,0.003674070431396529
ising,20,1,41.0,-819.3727800455981,0.010239750222769779,0.05763459092806135,0.0035838916475599766
ising,20,1,42.0,-839.2714378479923,0.010589046286201897,0.05865430422338165,0.004020287800569915
ising,20,1,43.0,-859.3638197033783,0.010076035249019068,0.060075648395766554,0.0034180897754103835
ising,20,1,44.0,-879.3514644184647,0.01002200810438509,0.057606636143409135,0.004102298781331019
ising,20,1,45.0,-899.3557597542763,0.009507512047008762,0.05096238101398558,0.0031169836822665963
ising,20,1,46.0,-919.3794013469108,0.009742305660829809,0.05306949137750708,0.0028331955076079276
ising,20,1,47.0,-939.4329129813982,0.008641406558810653,0.04617849958859141,0.0024309729838727684
ising,20,1,48.0,-959.3971444023948,0.008816279687435534,0.049022954178132405,0.002768423625946591
ising,20,1,49.0,-979.4456447205175,0.009584083175228193,0.052528840021783624,0.003037021709032695
ising,20,1,50.0,-999.4993827515564,0.009253951448288493,0.0508712724197913,0.0026605690127351873
ising,20,1,51.0,-1019.4596995005284,0.009848835522044502,0.05529423178618023,0.003247829395906689
ising,20,1,52.0,-1039.4156706484232,0.00875139699991257,0.04562294727477619,0.0025083908733922293
ising,20,1,53.0,-1059.4548984410096,0.008457620116715437,0.04627997355606211,0.002584626530315356
ising,20,1,54.0,-1079.5081250352998,0.008736594442649976,0.0480864942143219,0.0028220104891517506
ising,20,1,55.0,-1099.5012268022274,0.007278758471461532,0.03867737672145041,0.0022904551541788384
ising,20,1,56.0,-1119.477661178174,0.009243983350932345,0.04682761325729772,0.002554543351846685
ising,20,1,57.0,-1139.4894297217234,0.008861150290153637,0.04713395513893616,0.002739984195491759
ising,20,1,58.0,-1159.540879508516,0.008097319166009836,0.04086590371187109,0.0022591613300377176
ising,20,1,59.0,-1179.5022712905943,0.0086979706882601,0.04823177069952714,0.002828504732071271
ising,20,1,60.0,-1199.5748487973192,0.008562096189986419,0.04458890736570294,0.0027269753816866944
ising,20,1,61.0,-1219.5469206075368,0.008778481902131988,0.044802889125433655,0.002459811712552441
ising,20,1,62.0,-1239.513470114995,0.00959165881227542,0.05238648930910563,0.002970970651585785
ising,20,1,63.0,-1259.5490095627833,0.007485701598236089,0.03764259161242356,0.002011071829296486
ising,20,1,64.0,-1279.5799265633827,0.008954247066911976,0.046373638645964846,0.002797417900012286
ising,20,1,65.0,-1299.5155047537091,0.00788023213445643,0.04338809131030426,0.002376444562316632
ising,20,1,66.0,-1319.562888911573,0.008529950132616959,0.04578330043443941,0.002687688545831211
ising,20,1,67.0,-1339.605991704995,0.008637736126659763,0.04702697833403127,0.002758707126822437
ising,20,1,68.0,-1359.600601814655,0.008119311527813646,0.043682634162672374,0.0024201817622419414
ising,20,1,69.0,-1379.6180425134164,0.00903741090598905,0.050003892106042995,0.0029830779259793693
ising,20,1,70.0,-1399.6138533956555,0.008254928079890093,0.046010350048415166,0.0024633524844851766
ising,20,1,71.0,-1419.5859779461348,0.009021719870566738,0.0548320439566838,0.003278411732765275
ising,20,1,72.0,-1439.6300863708138,0.008420143012886445,0.04373864307471498,0.0024343921780998145
ising,20,1,73.0,-1459.6247603858635,0.00890575511727552,0.05020426049102407,0.0027930473396411888
ising,20,1,74.0,-1479.5777970598854,0.00852186466230612,0.04824283789217102,0.0028987463549452796
ising,20,1,75.0,-1499.6387756802812,0.007774314876053158,0.04161142645092131,0.0020890932412954647
ising,20,1,76.0,-1519.6089725110708,0.008640432873553169,0.0485306840088367,0.002647838997610616
ising,20,1,77.0,-1539.6389752487873,0.007573426134164744,0.043748481295595235,0.002506008626793837
ising,20,1,78.0,-1559.6139022011475,0.008110825043911578,0.0439124774157305,0.0023631271038082055
ising,20,1,79.0,-1579.663124880915,0.008238017175263443,0.05148639784620172,0.002763741495669848
ising,20,1,80.0,-1599.636211788942,0.008521509198178723,0.04954612939122112,0.0025195359203812493
ising,20,1,81.0,-1619.5826631746309,0.007818531232498344,0.045821547136730215,0.0023461576192709277
ising,20,1,82.0,-1639.677170360569,0.007102116686120796,0.04193228978518461,0.0021748302541694533
ising,20,1,83.0,-1659.608646152857,0.008461567162502296,0.05306139438005279,0.002961086442032257
ising,20,1,84.0,-1679.688018033179,0.008549254363327655,0.050476780521269686,0.002803644731851203
ising,20,1,85.0,-1699.7040946025877,0.00878525730785731,0.05595919415777953,0.0032710579838299367
ising,20,1,86.0,-1719.6821052647408,0.008116753858183771,0.04841128746257492,0.002678081162562225
ising,20,1,87.0,-1739.6990218519438,0.008372824091008193,0.04503729734801505,0.0025533548687727715
ising,20,1,88.0,-1759.6746046403762,0.007453376408428417,0.051004430306916496,0.0027665568972278045
ising,20,1,89.0,-1779.6424166938295,0.00863872001649767,0.05306314665973218,0.002968557965611221
ising,20,1,90.0,-1799.6668319140194,0.007894434928457116,0.0411248643353456,0.002037627623436077
ising,20,1,91.0,-1819.6739250428566,0.009065559623756674,0.05441455778268363,0.0026218321924486292
ising,20,1,92.0,-1839.6725211549422,0.00912237612241184,0.05613025747057085,0.0033119077985325498
ising,20,1,93.0,-1859.6695700838623,0.008260645576549005,0.05504673265741414,0.003135974167644824
ising,20,1,94.0,-1879.6698822722483,0.008278062173367998,0.0541550701228483,0.0027139963709400185
ising,20,1,95.0,-1899.644992880638,0.00812460573992774,0.05493758745185558,0.00262652350020373
ising,20,1,96.0,-1919.6893214306915,0.009082126429261409,0.0626709265993503,0.0035516897862802755
ising,20,1,97.0,-1939.7261515897924,0.008713401246789978,0.05140686065565514,0.002850023675483316
ising,20,1,98.0,-1959.71020741047,0.009067366367532179,0.06021379270978304,0.0029509436391560286
ising,20,1,99.0,-1979.7097279806537,0.008628546465145793,0.058402106859763325,0.0030182834250954025
ising,20,1,0.001,-51.57752419329759,0.06081490164751194,21.841121600610634,0.8672086121640061
ising,20,1,0.011193877551020408,-53.89723691604785,0.04103295263343569,30.008825323350894,0.6006593147936222
ising,20,1,0.021387755102040815,-53.91084727604786,0.04257368291037942,30.49417973192808,0.6021850906338082
ising,20,1,0.03158163265306123,-53.80340767028718,0.05019041093704703,17.406407386661293,0.8546273528219274
ising,20,1,0.041775510204081635,-54.92670367327047,0.06822082352150999,9.922881693710869,0.8934679023629013
ising,20,1,0.051969387755102035,-54.8095795753796,0.06505154177316572,41.90905498019442,0.8805022164182116
ising,20,1,0.06216326530612245,-56.04758661532172,0.043939112716756865,34.51052243877659,0.8275327869875884
ising,20,1,0.07235714285714286,-52.12033095239854,0.04548390155129437,18.523950546958005,0.6253249189647185
ising,20,1,0.08255102040816327,-53.319537383383434,0.028474326742365618,15.447654579353859,0.4274455975576808
ising,20,1,0.09274489795918367,-56.23463118070201,0.03813983627786604,31.88087507954041,0.5141593086195585
ising,20,1,0.10293877551020407,-54.222120005519514,0.04993392668112155,27.04046958133661,0.22311139182656628
ising,20,1,0.1131326530612245,-56.268873666977015,0.05983431022108403,18.24855664227404,1.0596700846179687
ising,20,1,0.12332653061224493,-56.11725724397662,0.0677967789561221,16.891880572296866,0.46802044878712856
ising,20,1,0.13352040816326533,-52.42566655695795,0.04392509311233198,17.85892785852258,0.5420999671564152
ising,20,1,0.1437142857142857,-54.0689240461726,0.07294373504099153,35.473214283781736,1.2645930711511482
ising,20,1,0.15390816326530612,-52.386221254531485,0.052686656666078156,20.027781652690194,0.6011833113460983
ising,20,1,0.16410204081632654,-55.41174300527008,0.05978622856457535,22.20635618560255,0.4385050564129114
ising,20,1,0.17429591836734695,-53.65855077371414,0.034966908703700096,32.54143523385325,0.918073711718709
ising,20,1,0.18448979591836734,-55.31547733646272,0.07022587614638409,25.332563449375456,0.7780875504448457
ising,20,1,0.19468367346938772,-54.690592660698925,0.03939800208060375,27.68104244551324,0.48401615558004774
ising,20,1,0.20487755102040814,-55.801454750832306,0.03165006285227951,6.7843209902662664,0.21917614003754507
ising,20,1,0.21507142857142855,-56.740185651663126,0.0334278041850896,29.724719819711716,0.3420608168281084
ising,20,1,0.22526530612244897,-54.86228473798086,0.037298694439398795,26.09296872662998,0.4070567806816183
ising,20,1,0.2354591836734694,-56.774380760454676,0.042941220174318374,15.042133912303578,0.253881010428944
ising,20,1,0.24565306122448985,-54.72032400319278,0.054958269161109116,29.23768218254145,0.7466129068461383
ising,20,1,0.25584693877551024,-56.280430039336515,0.07890666369498595,28.999467362666998,1.9320623478119365
ising,20,1,0.26604081632653065,-53.01135989751861,0.06292832611365479,27.80591448308854,0.7339614197133173
ising,20,1,0.276234693877551,-56.859661740281055,0.05026815070011831,15.341773321882217,0.3296430708203783
ising,20,1,0.2864285714285714,-56.899179157955494,0.043518579702974826,15.229322706103792,0.32361311330246123
ising,20,1,0.29662244897959184,-56.0521640505692,0.04997407527546003,8.854454978166464,0.6151444412236138
ising,20,1,0.30681632653061225,-56.108548844679675,0.04584182619342641,21.479029332233143,0.6306024509427351
ising,20,1,0.31701020408163266,-54.29867760347248,0.04465819087256003,15.473809178802128,0.6660358031358343
ising,20,1,0.3272040816326531,-60.72887264776426,0.05002579954613424,31.011508061437596,0.8530958536132603
ising,20,1,0.3373979591836735,-56.19212353438064,0.055483375921258994,8.63812247768265,0.628533621978688
ising,20,1,0.3475918367346939,-56.18027875451443,0.044402165291186874,23.692937387110838,0.725752805286685
ising,20,1,0.3577857142857143,-57.17078457027951,0.04654511215642959,16.55870933711631,0.6386367322957652
ising,20,1,0.3781734693877552,-58.26644960126249,0.03879868227490032,20.6971385098635,0.4506011010611947
ising,20,1,0.3883673469387755,-55.6006930946221,0.04214211344845432,24.331596203108063,0.3919412133177139
ising,20,1,0.3985612244897959,-57.24747084046698,0.0379403835982876,42.39812249007533,0.6470798065589805
ising,20,1,0.4189489795918368,-56.225770860237645,0.0766790807472693,22.445088667178226,0.7361195601897905
ising,20,1,0.4291428571428572,-55.75604148983884,0.04175659456097404,11.1462525461595,0.3562863001201371
ising,20,1,0.4393367346938776,-56.70314116537696,0.04585872136612204,7.870352220521764,0.6632225020879456
ising,20,1,0.44953061224489793,-52.25431994690787,0.03869115812456874,11.138443107900645,0.375705879571433
ising,20,1,0.4597244897959184,-55.02175140535739,0.038676242718671365,25.705863107494658,0.43629771911047177
ising,20,1,0.4699183673469388,-54.969875122055704,0.04652202458782048,14.434121234762378,0.4984543694623394
ising,20,1,0.4801122448979592,-55.042470153250925,0.04126975216300499,25.04331783259385,0.3227594428297228
ising,20,1,0.4903061224489797,-56.96678767499752,0.03181037685712962,6.968965015202812,0.409519006905403
ising,20,1,0.5005,-56.034516131514884,0.04667748688586219,24.23840678241495,0.6580283457265981
ising,20,1,0.5106938775510205,-56.98101931686575,0.03880557270839778,18.781483743393885,0.32869380423942746
ising,20,1,0.5208877551020409,-56.60087931161577,0.06380657920167544,7.82891206863211,0.4858530123518254
ising,20,1,0.5310816326530613,-55.37571883658184,0.04837283247249822,14.263932883597253,0.5379679437984077
ising,20,1,0.5412755102040817,-57.11126642136494,0.045273506765412856,18.135076236853493,0.2761855844942236
ising,20,1,0.551469387755102,-58.34647511389429,0.07538645305939635,22.843987622555396,0.6267905244560441
ising,20,1,0.5616632653061224,-57.976989057704415,0.05600725700302847,14.654226734781195,0.772763020582906
ising,20,1,0.5718571428571428,-56.17477327801416,0.05926590712283133,22.663778829461993,0.4896629050920571
ising,20,1,0.5820510204081633,-60.69269972037723,0.06113063043871675,13.468646342728952,0.8673412224471817
ising,20,1,0.5922448979591837,-56.93005034543551,0.07510864076230687,19.912098945434042,0.49516551041204077
ising,20,1,0.6024387755102041,-55.7205050125836,0.04379436501235874,12.383782789263854,0.4644340574170162
ising,20,1,0.6126326530612245,-58.34685559267062,0.036317547527329075,0.6692518777118093,0.23524818086992003
ising,20,1,0.6228265306122449,-59.26751138672079,0.030246276664423904,5.560048032157735,0.2513138616657115
ising,20,1,0.6330204081632653,-58.35452754261104,0.039930095958503345,24.9598374527192,0.7142347046045182
ising,20,1,0.6432142857142857,-56.59314973225755,0.05572532901525957,11.438515375703904,0.512859302143906
ising,20,1,0.6534081632653062,-56.80588134423778,0.03800783108771031,10.125087168164058,0.457416418235332
ising,20,1,0.6636020408163266,-55.96391294940145,0.04653638169140326,23.63185596899791,0.6008740453589844
ising,20,1,0.673795918367347,-56.87359464478696,0.03836215171351529,9.981412708916677,0.42133739245089147
ising,20,1,0.6839897959183674,-56.291710884060436,0.04831242042697711,11.081296944285995,0.4553975660656517
ising,20,1,0.6941836734693878,-56.98146734705456,0.03436469306758022,21.013966044196778,0.46892416101128087
ising,20,1,0.7043775510204082,-58.630098462144545,0.04882757278557499,12.173074253816266,0.3717395876022387
ising,20,1,0.7145714285714286,-55.42251305359923,0.03456018588535438,12.220671150745204,0.328002492842711
ising,20,1,0.724765306122449,-58.45469907631543,0.07287705164048607,13.342464111255177,0.5509011946777045
ising,20,1,0.7349591836734695,-58.58141352938365,0.04053890524506398,11.027380628641499,0.5802217732489949
ising,20,1,0.7451530612244899,-55.52002296650044,0.04303851753076212,12.56996252124343,0.4331597798642658
ising,20,1,0.7655408163265306,-60.35611753392416,0.05851806167669783,23.008253901201698,0.9585364145130996
ising,20,1,0.775734693877551,-57.19866542649925,0.054941061083627306,9.376141929906147,0.41820560113351185
ising,20,1,0.7859285714285714,-56.577925001599795,0.04148394231286815,10.6457115588789,0.306884388731122
ising,20,1,0.7961224489795918,-57.39542296489179,0.04241794223552481,30.161431479406268,0.5316256415883897
ising,20,1,0.8063163265306122,-58.33813548205413,0.025245830285025726,15.588408197584831,0.2984358075215895
ising,20,1,0.8165102040816327,-58.91482558863255,0.063013122938441,23.31104500691009,0.6254657012121332
ising,20,1,0.8267040816326531,-58.38972952331399,0.03910095670104855,5.790345519529392,0.41934371023731387
ising,20,1,0.8368979591836735,-60.65097908349731,0.05393528613084041,20.568503423072176,0.608829105446971
ising,20,1,0.8470918367346939,-57.682608091821265,0.04228356374748101,8.26204223406609,0.2826389758614899
ising,20,1,0.8572857142857143,-59.308190626118886,0.04803686801939738,1.1419786799507188,0.5214655518498117
ising,20,1,0.8674795918367347,-59.25050121092485,0.064787498165132,1.7504587637668538,0.5452303420215175
ising,20,1,0.8776734693877551,-57.06312501017666,0.030111149733178653,10.119801803669608,0.2826509528705349
ising,20,1,0.8878673469387756,-59.40035373497744,0.0613850406818925,14.188975448211783,0.705278869561991
ising,20,1,0.8980612244897959,-58.32762395091701,0.06198905188935798,15.373323990888283,0.28759993822457813
ising,20,1,0.9082551020408164,-57.86794929535327,0.0440228406772597,18.747603976924218,0.4665800029558241
ising,20,1,0.9184489795918368,-60.11699923953577,0.0585120801816094,15.987779414737139,0.5089075567493796
ising,20,1,0.9286428571428572,-58.84938892228207,0.028531315945610636,23.42202564007824,0.22970451800193237
ising,20,1,0.9388367346938776,-57.95007851704894,0.05098428689141505,17.38958131339251,0.2755306871093974
ising,20,1,0.9490306122448979,-56.56650168734782,0.04627935228599359,10.850491965719264,0.4064904950746938
ising,20,1,0.9592244897959183,-60.123389504624356,0.06995686327535446,26.23278718420068,0.7134687350590929
ising,20,1,0.9694183673469388,-57.47155383833433,0.03430413008397172,19.115351064803484,0.40207728921969976
ising,20,1,0.9796122448979592,-59.639823244015915,0.05984296543659426,11.387184263944304,0.5092622023629778
ising,20,1,0.9898061224489796,-57.624913085744566,0.03187752183029623,18.069342381046244,0.20005583256433193
ising,20,1,1.0,-59.104846198545246,0.036999752201616276,13.666383924425308,0.3395942230533973
ising,40,1,2.0,-131.05733442077477,0.07382422336474102,7.907412697439423,0.471129477906198
ising,40,1,4.0,-171.5870116817191,0.2687900501398705,40.93830957803729,3.0052337607623256
ising,40,1,5.0,-207.18564777614264,0.25021543666298396,32.126208576552656,1.9557717864383535
ising,40,1,6.0,-243.26137323843426,0.1866807637147778,18.80927706963959,1.2817273777534768
ising,40,1,7.0,-282.0668713397848,0.13556340873171768,10.52888023260934,0.6071432872116254
ising,40,1,8.0,-319.7439323752484,0.17879176142283093,15.125776935555137,1.0230956776860651
ising,40,1,9.0,-358.8131567166325,0.1479205104954542,11.454004351490763,0.7817514437731233
ising,40,1,10.0,-397.9362558000532,0.11656243813674937,8.266155780295566,0.6395221276105965
ising,40,1,11.0,-437.69056704693156,0.10455542741798264,6.138375217031534,0.40869686957201234
ising,40,1,12.0,-477.33589450024635,0.10545447486274886,5.793616408918782,0.45581006045418826
ising,40,1,13.0,-517.0411991618186,0.09616034400753921,4.527027023294355,0.32701266339074303
ising,40,1,14.0,-557.2684745938204,0.0825040002095637,3.257336611439047,0.21453312301140276
ising,40,1,15.0,-597.5131238879144,0.06087695673578058,2.1531369564277973,0.1415367391925481
ising,40,1,16.0,-637.0883163825349,0.0611552935461574,2.1345224463203056,0.13664777989028884
ising,40,1,17.0,-676.9841298367014,0.05899912027970716,2.003997889654457,0.1293207617358687
ising,40,1,18.0,-717.4008158829442,0.048059641442421364,1.4186931710415178,0.07925658883659163
ising,40,1,19.0,-757.189709081203,0.04630687688027825,1.2411487367569993,0.06673116564874615
ising,40,1,20.0,-797.6141017474382,0.041359525356779066,0.9818603739029312,0.05808058561790477
ising,4,1,2.0,-8.000056711501454,4.3763722856670653e-05,1.954409322587342e-06,3.928960514888498e-07
ising,4,1,3.0,-12.000039603409625,4.010335909732751e-05,1.0693185278463494e-06,4.824096536941744e-08
ising,4,1,4.0,-16.000002298976916,2.8112835177829877e-05,9.670509065259706e-07,3.740389457174749e-08
ising,4,1,5.0,-20.00002930015619,2.7020294209404637e-05,1.2469396443961547e-06,8.228782926236093e-08
ising,4,1,6.0,-24.000007221973288,6.19661053062346e-05,2.525483748442385e-06,1.3645942741207891e-07
ising,4,1,7.0,-28.000106551180373,6.28144826507404e-05,2.661178113193808e-06,1.671964784633143e-07
ising,4,1,8.0,-31.999952747209342,8.17212697512467e-05,4.053725477562514e-06,2.2985666727378736e-07
ising,4,1,9.0,-36.0001912070703,7.243771196226212e-05,3.938050076668022e-06,2.0771188356241246e-07
ising,4,1,10.0,-40.00029657253742,7.217138532222566e-05,4.227787044049549e-06,1.7787793069559273e-07
ising,4,1,11.0,-44.0005501473055,8.189211302416255e-05,5.0984839771290634e-06,1.999251965564413e-07
ising,4,1,12.0,-48.00036059826547,7.838783919292451e-05,5.754914225336993e-06,2.0201818420409434e-07
ising,4,1,13.0,-52.00025791700928,8.122589654185045e-05,6.504574171302275e-06,2.2670855708230487e-07
ising,4,1,14.0,-56.00030428087916,8.048263182131054e-05,7.859713318338574e-06,2.5559116021334134e-07
ising,4,1,15.0,-60.000274726848616,7.816922431995636e-05,7.662668602502565e-06,2.2144271583566447e-07
