iter,e,e_std,e_err95,e_var,e_var_std,e_var_err95,exact
0,-54.86425961487143,0.1936018875685519,0.37945272697333454,37.33631251048398,1.8920937180084358,3.7084355426710194,-60.37476776224656
1,-54.92601096086621,0.18315360229235944,0.3589744641317972,32.77408051359274,1.5141284291835673,2.9676371891679976,-60.37476776224656
2,-54.76040902146923,0.15986011993225424,0.31332007763147196,26.779587990603975,1.2145277645077444,2.380430676659123,-60.37476776224656
3,-55.27803948693392,0.14261101366688297,0.27951245058584007,19.177321401861285,0.8808292604217371,1.7263936269556568,-60.37476776224656
4,-55.5052769923587,0.12177313053040933,0.23867095012429718,16.918324696472617,0.7626144198234495,1.4946967969448697,-60.37476776224656
5,-55.359964464915116,0.1047416297773093,0.20528982204555432,12.706329856073394,0.5356519247561093,1.0498584807715332,-60.37476776224656
6,-55.603630144749985,0.09592197019522111,0.18800360690875786,10.279518486943438,0.4578957097446672,0.897459099774954,-60.37476776224656
7,-55.800609355202866,0.08962364727374397,0.1756591208196596,7.6797307223534474,0.29893721583804805,0.5859061766812508,-60.37476776224656
8,-55.75387223112804,0.07537101535062732,0.1477244755654451,6.620849064091665,0.2359201612595384,0.46239501929557697,-60.37476776224656
9,-55.8987072752097,0.07278489936052737,0.14265578136500606,5.224458720661875,0.20347508530174135,0.3988038389426284,-60.37476776224656
10,-55.89194455756763,0.06662161708376779,0.13057597007600324,4.028172449041847,0.14005908925351526,0.27451077064437085,-60.37476776224656
11,-55.999721124095615,0.05508265154580207,0.10796001320274158,3.305962318033366,0.11108820284537026,0.21772887668420565,-60.37476776224656
12,-55.94791251713185,0.046801689941995836,0.09172962670192233,2.8470267650027834,0.08543574858183792,0.1674509902126213,-60.37476776224656
13,-56.0189052439751,0.04192103508522388,0.0821637189616788,2.2064350206596854,0.06651330792007693,0.1303636880159735,-60.37476776224656
14,-55.98030225718381,0.03506030179924086,0.06871692881361695,1.8249824787173035,0.05528283594275371,0.10835236741103368,-60.37476776224656
15,-56.010643704313274,0.03770827215588131,0.07390685534476191,1.5650666907896582,0.046573441982311385,0.09128226892139606,-60.37476776224656
16,-56.055762223011655,0.02930635266129889,0.05743939573437539,1.2268873924309438,0.036619838369142066,0.07177356432319644,-60.37476776224656
17,-56.06810083490673,0.028112560582281936,0.055099606254472966,1.0849246384985938,0.03176285949687437,0.06225406065987979,-60.37476776224656
18,-56.149355092868056,0.02653538913195948,0.05200840701439615,0.9274389685321248,0.02822698986680058,0.05532388353090619,-60.37476776224656
19,-56.14734288918532,0.024222247573463994,0.04747473286860215,0.771686828700151,0.022894199866661365,0.04487180719351798,-60.37476776224656
20,-56.159777331668266,0.02080952146367162,0.0407859126043096,0.6936400534927867,0.018792217755368205,0.03683206999015582,-60.37476776224656
21,-56.21994005172154,0.021847911269179423,0.04282111922501845,0.6245583709039462,0.017569424596699194,0.03443543943862258,-60.37476776224656
22,-56.207790415902615,0.01935547386180974,0.03793603167285348,0.4999824812355256,0.01533293297402049,0.03005199640644678,-60.37476776224656
23,-56.22149386122621,0.01751200905673589,0.03432290704814159,0.440250946642608,0.012701845004502181,0.024895158746034277,-60.37476776224656
24,-56.2103806913143,0.016671753015032684,0.03267603546861112,0.4316080269271315,0.013322309688601722,0.026111247180548396,-60.37476776224656
25,-56.25526891756238,0.015690383597103306,0.030752586753940502,0.37169756488918715,0.011317989252963302,0.022182851313219464,-60.37476776224656
26,-56.271892184431614,0.015629201948227398,0.030632672925628948,0.34847591876336265,0.01052622914654178,0.02063103002023768,-60.37476776224656
27,-56.278420081531685,0.01392570601963985,0.027293882257786735,0.3140877347372591,0.009389999110871253,0.018404060072170787,-60.37476776224656
28,-56.29378170653784,0.013232968757205359,0.025936142172666262,0.29584910656804475,0.009745196083119365,0.01910023334519476,-60.37476776224656
29,-56.32197956598321,0.013023971161513855,0.025526514412255452,0.26523187287231914,0.008653497545279616,0.016960543529053813,-60.37476776224656
30,-56.317522064124276,0.012969922696566933,0.02542058136753981,0.25597886248764384,0.00791782170427621,0.015518645376390923,-60.37476776224656
31,-56.32041948906704,0.012438503777254552,0.024379019424984345,0.2450527778784741,0.008102506820733687,0.015880621553128162,-60.37476776224656
32,-56.358890054786286,0.012010222733783221,0.023539604004519304,0.22309736021144566,0.007041663118251457,0.013801406103036868,-60.37476776224656
33,-56.36676474047815,0.012807855826278084,0.02510293613868654,0.21113196497124181,0.006810220889963202,0.01334778767109019,-60.37476776224656
34,-56.39102863692196,0.013207457522978217,0.0258861410723799,0.21018954559960112,0.006787841824855819,0.013303925509472044,-60.37476776224656
35,-56.38903089260393,0.013507351055118263,0.026473921594570893,0.2086445393713592,0.006917851198091412,0.01355873919866643,-60.37476776224656
36,-56.39616884161772,0.012610762789285147,0.024716640884576764,0.2110778552924654,0.007428758046321737,0.01456009822065274,-60.37476776224656
37,-56.41778020357351,0.011608790913114434,0.02275281209376014,0.1871778325273386,0.00651209858016471,0.012763478680897253,-60.37476776224656
38,-56.43592063604069,0.012214182938756153,0.023939358660545657,0.19275271521294018,0.007198664188106882,0.014109122545487757,-60.37476776224656
39,-56.42393015385713,0.013410145102295427,0.026283401427955235,0.19658201290866084,0.00740257782186193,0.014508785923604342,-60.37476776224656
40,-56.445080891304066,0.011427187560909985,0.022396876063967678,0.18229560907177023,0.006086592209056395,0.01192950151833262,-60.37476776224656
41,-56.43364617157969,0.013153194700242324,0.025779787894118066,0.1900034215947945,0.0069037026903592995,0.013531008633076503,-60.37476776224656
42,-56.47689743625245,0.01180277951070392,0.023133022758446965,0.18072466141436244,0.006515011919595338,0.012769188721256024,-60.37476776224656
43,-56.473127937213405,0.011734983646635498,0.023000145306572083,0.17108760537486956,0.006986409667567807,0.013693111329675354,-60.37476776224656
44,-56.46977092539241,0.012962333476770468,0.025405706770067978,0.1666926387289445,0.005899919342916768,0.011563629423808086,-60.37476776224656
45,-56.4948953832223,0.011417215155056027,0.0223773305076547,0.1684811440544285,0.006456695575028636,0.01265489078619526,-60.37476776224656
46,-56.50781023444891,0.01053106057010866,0.02064049943642282,0.15945190479519966,0.006013142861904354,0.011785543443226642,-60.37476776224656
47,-56.51508357056512,0.011973077216123269,0.0234668001277187,0.16002402799139326,0.006496342368779557,0.012732597074049553,-60.37476776224656
48,-56.53219183171932,0.011165925400598903,0.021884811639234825,0.15367031169290762,0.006102048531044623,0.011959795352763003,-60.37476776224656
49,-56.530021000999795,0.01204011593883536,0.023598193609803968,0.15432477138494302,0.006153913411541275,0.012061448650598914,-60.37476776224656
50,-56.53134375781175,0.01162119136553426,0.022777116533895,0.1513947028531593,0.005941448074212477,0.011645024241471317,-60.37476776224656
51,-56.54593706911328,0.010885400860571225,0.02133499364400091,0.15588490216639872,0.0058192751390963755,0.01140556968875821,-60.37476776224656
52,-56.57045382351254,0.011888964316511486,0.02330194187384437,0.14547058106471034,0.005442521729812731,0.010667146575509587,-60.37476776224656
53,-56.56123393013028,0.010800157737414193,0.021167920192683418,0.1423445843018083,0.005997592783238472,0.011755065849084747,-60.37476776224656
54,-56.568451776469914,0.01078052512564027,0.02112944098068407,0.13852515421140166,0.005700605163269755,0.011172980810091793,-60.37476776224656
55,-56.58697166977613,0.011554115460221203,0.02264565017525099,0.1445522019909451,0.005922601918311577,0.011608086454658526,-60.37476776224656
56,-56.595053079222446,0.011454996831709809,0.02245138123317165,0.13542932641189898,0.006295600332985239,0.01233914991370944,-60.37476776224656
57,-56.59076876472026,0.011092717476582163,0.02174132674477907,0.13997457381366246,0.00618013708236826,0.01211284610096224,-60.37476776224656
58,-56.605032176989354,0.011513730982670906,0.02256649805371794,0.1431711274874224,0.006800636398642641,0.013329002413291755,-60.37476776224656
59,-56.607293605137414,0.01132319426031371,0.02219305294016553,0.1364561497425018,0.005849690282889599,0.011465182275177534,-60.37476776224656
60,-56.61319108556656,0.011586220225028523,0.022708574358005464,0.13096649529378793,0.005574214273685591,0.010925259218532855,-60.37476776224656
61,-56.61484378752351,0.011360490099955064,0.022266151442635766,0.13484393556195637,0.005706236430427555,0.011184017890908405,-60.37476776224656
62,-56.63949831846184,0.011868281896633524,0.02326140507577043,0.14322206611397004,0.006670900483400282,0.013074724691915389,-60.37476776224656
63,-56.62717589785363,0.01105633893930171,0.021670026121899135,0.12783099616075827,0.00540496146029308,0.010593529800001455,-60.37476776224656
64,-56.62711183655059,0.01116928010835478,0.021891386745615003,0.14436617545125335,0.007407216032198822,0.014517876648817372,-60.37476776224656
65,-56.634762967088676,0.011173172077929647,0.021899014865810668,0.13978559231383675,0.006631050480429477,0.012996620121308797,-60.37476776224656
66,-56.67046680906148,0.01092655706946181,0.021415658331166664,0.1386038275450367,0.007085539664025629,0.013887402552520267,-60.37476776224656
67,-56.6612559945925,0.011476382932805201,0.022493297221088355,0.1380650260945783,0.006651464311429946,0.013036630494856205,-60.37476776224656
68,-56.66794042267111,0.010045548640969307,0.019688913541245127,0.1255248654071527,0.005723615632434114,0.011218080500921308,-60.37476776224656
69,-56.68186426444328,0.010689903288374526,0.020951825443430362,0.12886446479839866,0.006803336843393265,0.013334295187745218,-60.37476776224656
70,-56.687070669440615,0.010816902648671644,0.02120073961567234,0.12187400579391548,0.006052033816687413,0.011861768313925812,-60.37476776224656
71,-56.67209153106013,0.012153494694867551,0.023820411888239013,0.14157048493388646,0.00654589799293403,0.012829724312623724,-60.37476776224656
72,-56.688724602191016,0.011890522869963713,0.023304996582478716,0.134241876490576,0.007046313038983799,0.013810519780203223,-60.37476776224656
73,-56.71669597109334,0.010453185601185059,0.020487867302035386,0.12274032862156357,0.00585264993531176,0.011470983087331727,-60.37476776224656
74,-56.679710048848406,0.01097283265614061,0.021506356814420577,0.13213143166039693,0.007080088463025945,0.013876718394888398,-60.37476776224656
75,-56.702691805401415,0.011485740669511966,0.022511638048010423,0.13034571445648374,0.005680808759054769,0.011134180570807025,-60.37476776224656
76,-56.72171046602544,0.010021553091341808,0.019641883128185985,0.11958494687047055,0.005160574742336885,0.010114540634507363,-60.37476776224656
77,-56.70734814779932,0.010462848473365049,0.02050680618349538,0.12559576862516972,0.0061146465958582885,0.011984487106072689,-60.37476776224656
78,-56.72064608684971,0.011436153390038218,0.022414448766150553,0.12924533121261148,0.006202381693869178,0.012156444738354123,-60.37476776224656
79,-56.73411735874537,0.010553706947290799,0.020684885520080125,0.1253592679002305,0.006177457118568156,0.012107593468434165,-60.37476776224656
80,-56.71141502268172,0.01100461884507524,0.021568656599938233,0.1342275618605773,0.006837514852815805,0.013401282855276666,-60.37476776224656
81,-56.73080267041462,0.011442041401030022,0.022425989055635063,0.1369351159945958,0.007434336811247377,0.014571032398985209,-60.37476776224656
82,-56.735461663688554,0.010008029908351122,0.019615378176567895,0.12236771841089786,0.0055523291807782855,0.010882365224636223,-60.37476776224656
83,-56.7385844240471,0.010657895656449883,0.020889091637627647,0.11170169220257356,0.004734307611799462,0.00927907241086078,-60.37476776224656
84,-56.75514631670134,0.0108657538797863,0.02129648626925751,0.12734906667517873,0.006722739266916099,0.013176326840608758,-60.37476776224656
85,-56.762172240834815,0.01130650097666257,0.022160334705425586,0.12246882098659302,0.006805352502946457,0.013338245807874568,-60.37476776224656
86,-56.76805417691209,0.010208090523524897,0.020007489777033424,0.10507507403810495,0.004779084140398704,0.009366832794268023,-60.37476776224656
87,-56.77125942798605,0.011335417060153622,0.022217009187642,0.11927330533605106,0.006205455233732331,0.01216246876579095,-60.37476776224656
88,-56.77022737139986,0.010326838092849372,0.020240230736161068,0.12487400741267142,0.006055684607003789,0.011868923731461017,-60.37476776224656
89,-56.77842813692894,0.011639620582723066,0.022813237135848326,0.12028515523880633,0.00623617260051797,0.012222673698390711,-60.37476776224656
90,-56.801759163103,0.011146895641478038,0.021847513996723456,0.1196620616636153,0.006465389535479242,0.012671930635561464,-60.37476776224656
